run_id,provider,run_dir,log,task,failure_mode,benign,strategy,mode,adapter,n_agents,rep,model,agent,status,turns,llm_calls,tool_calls,file_reads,write_attempts,write_applied,write_refused,search_events,run_tests,notifications_delivered,prompt_tokens,completion_tokens,total_tokens
grid-v1-extensions-full,openai,results/grid-v1-extensions-full,rw_b_signature_drift__peer_broker-n2-r2.jsonl,rw_b_signature_drift,stale_read_signature_drift,False,peer_broker,strategy,,2,2,gpt-5-mini,agent-i18n,done,17,18,17,5,6,6,0,4,1,1,54379,3940,58319
grid-v1-extensions-full,openai,results/grid-v1-extensions-full,rw_b_signature_drift__peer_broker-n2-r3.jsonl,rw_b_signature_drift,stale_read_signature_drift,False,peer_broker,strategy,,2,3,gpt-5-mini,agent-reading-time,done,17,18,16,8,2,2,0,2,2,1,49987,3698,53685
grid-v1-extensions-full,openai,results/grid-v1-extensions-full,rw_b_signature_drift__peer_broker-n2-r3.jsonl,rw_b_signature_drift,stale_read_signature_drift,False,peer_broker,strategy,,2,3,gpt-5-mini,agent-i18n,done,22,23,22,7,6,6,0,7,1,1,73399,5854,79253
grid-v1-extensions-full,openai,results/grid-v1-extensions-full,rw_b_signature_drift__peer_broker-n2-r4.jsonl,rw_b_signature_drift,stale_read_signature_drift,False,peer_broker,strategy,,2,4,gpt-5-mini,agent-reading-time,done,24,25,24,13,3,3,0,5,1,1,97532,7307,104839
grid-v1-extensions-full,openai,results/grid-v1-extensions-full,rw_b_signature_drift__peer_broker-n2-r4.jsonl,rw_b_signature_drift,stale_read_signature_drift,False,peer_broker,strategy,,2,4,gpt-5-mini,agent-i18n,done,20,21,20,7,6,6,0,4,1,1,70518,5146,75664
grid-v1-extensions-full,openai,results/grid-v1-extensions-full,rw_b_signature_drift__peer_contract-n2-r0.jsonl,rw_b_signature_drift,stale_read_signature_drift,False,peer_contract,strategy,,2,0,gpt-5-mini,agent-reading-time,done,18,18,18,9,2,2,0,3,1,2,59957,2941,62898
grid-v1-extensions-full,openai,results/grid-v1-extensions-full,rw_b_signature_drift__peer_contract-n2-r0.jsonl,rw_b_signature_drift,stale_read_signature_drift,False,peer_contract,strategy,,2,0,gpt-5-mini,agent-i18n,done,20,20,20,6,6,6,0,5,1,1,65897,2184,68081
grid-v1-extensions-full,openai,results/grid-v1-extensions-full,rw_b_signature_drift__peer_contract-n2-r1.jsonl,rw_b_signature_drift,stale_read_signature_drift,False,peer_contract,strategy,,2,1,gpt-5-mini,agent-reading-time,done,37,37,37,17,9,7,2,4,2,5,221078,9123,230201
grid-v1-extensions-full,openai,results/grid-v1-extensions-full,rw_b_signature_drift__peer_contract-n2-r1.jsonl,rw_b_signature_drift,stale_read_signature_drift,False,peer_contract,strategy,,2,1,gpt-5-mini,agent-i18n,done,21,21,21,6,5,4,1,5,1,3,73025,2439,75464
grid-v1-extensions-full,openai,results/grid-v1-extensions-full,rw_b_signature_drift__peer_contract-n2-r2.jsonl,rw_b_signature_drift,stale_read_signature_drift,False,peer_contract,strategy,,2,2,gpt-5-mini,agent-reading-time,done,19,19,19,10,3,3,0,1,1,2,63405,2933,66338
grid-v1-extensions-full,openai,results/grid-v1-extensions-full,rw_b_signature_drift__peer_contract-n2-r2.jsonl,rw_b_signature_drift,stale_read_signature_drift,False,peer_contract,strategy,,2,2,gpt-5-mini,agent-i18n,done,13,13,13,2,6,6,0,2,1,1,31267,2042,33309
grid-v1-extensions-full,openai,results/grid-v1-extensions-full,rw_b_signature_drift__peer_contract-n2-r3.jsonl,rw_b_signature_drift,stale_read_signature_drift,False,peer_contract,strategy,,2,3,gpt-5-mini,agent-reading-time,done,30,30,30,13,3,2,1,6,1,3,139469,8754,148223
grid-v1-extensions-full,openai,results/grid-v1-extensions-full,rw_b_signature_drift__peer_contract-n2-r3.jsonl,rw_b_signature_drift,stale_read_signature_drift,False,peer_contract,strategy,,2,3,gpt-5-mini,agent-i18n,done,24,24,24,7,7,5,2,3,1,3,85815,5669,91484
grid-v1-extensions-full,openai,results/grid-v1-extensions-full,rw_b_signature_drift__peer_contract-n2-r4.jsonl,rw_b_signature_drift,stale_read_signature_drift,False,peer_contract,strategy,,2,4,gpt-5-mini,agent-reading-time,done,16,16,16,6,1,1,0,5,1,2,44044,2599,46643
grid-v1-extensions-full,openai,results/grid-v1-extensions-full,rw_b_signature_drift__peer_contract-n2-r4.jsonl,rw_b_signature_drift,stale_read_signature_drift,False,peer_contract,strategy,,2,4,gpt-5-mini,agent-i18n,done,30,30,30,9,9,7,2,7,1,1,129704,7289,136993
grid-v1-extensions-full,openai,results/grid-v1-extensions-full,rw_c_benign_overlap__adaptive_lease-n2-r0.jsonl,rw_c_benign_overlap,benign_overlap_false_positive,True,adaptive_lease,strategy,,2,0,gpt-5-mini,agent-favorite,done,11,11,11,4,2,2,0,2,1,2,25293,1241,26534
grid-v1-extensions-full,openai,results/grid-v1-extensions-full,rw_c_benign_overlap__adaptive_lease-n2-r0.jsonl,rw_c_benign_overlap,benign_overlap_false_positive,True,adaptive_lease,strategy,,2,0,gpt-5-mini,agent-listfix,done,6,6,6,1,1,1,0,1,1,1,8134,464,8598
grid-v1-extensions-full,openai,results/grid-v1-extensions-full,rw_c_benign_overlap__adaptive_lease-n2-r1.jsonl,rw_c_benign_overlap,benign_overlap_false_positive,True,adaptive_lease,strategy,,2,1,gpt-5-mini,agent-favorite,done,12,12,12,6,2,2,0,1,1,2,31080,1122,32202
grid-v1-extensions-full,openai,results/grid-v1-extensions-full,rw_c_benign_overlap__adaptive_lease-n2-r1.jsonl,rw_c_benign_overlap,benign_overlap_false_positive,True,adaptive_lease,strategy,,2,1,gpt-5-mini,agent-listfix,done,8,8,8,3,1,1,0,1,1,1,14140,544,14684
grid-v1-extensions-full,openai,results/grid-v1-extensions-full,rw_c_benign_overlap__adaptive_lease-n2-r2.jsonl,rw_c_benign_overlap,benign_overlap_false_positive,True,adaptive_lease,strategy,,2,2,gpt-5-mini,agent-favorite,done,11,11,11,5,2,2,0,1,1,2,30454,1143,31597
grid-v1-extensions-full,openai,results/grid-v1-extensions-full,rw_c_benign_overlap__adaptive_lease-n2-r2.jsonl,rw_c_benign_overlap,benign_overlap_false_positive,True,adaptive_lease,strategy,,2,2,gpt-5-mini,agent-listfix,done,10,10,10,5,1,1,0,0,1,1,22140,587,22727
grid-v1-extensions-full,openai,results/grid-v1-extensions-full,rw_c_benign_overlap__adaptive_lease-n2-r3.jsonl,rw_c_benign_overlap,benign_overlap_false_positive,True,adaptive_lease,strategy,,2,3,gpt-5-mini,agent-favorite,done,10,10,10,3,2,2,0,1,1,2,23450,1271,24721
grid-v1-extensions-full,openai,results/grid-v1-extensions-full,rw_c_benign_overlap__adaptive_lease-n2-r3.jsonl,rw_c_benign_overlap,benign_overlap_false_positive,True,adaptive_lease,strategy,,2,3,gpt-5-mini,agent-listfix,done,6,6,6,1,1,1,0,1,1,1,8066,394,8460
grid-v1-extensions-full,openai,results/grid-v1-extensions-full,rw_c_benign_overlap__adaptive_lease-n2-r4.jsonl,rw_c_benign_overlap,benign_overlap_false_positive,True,adaptive_lease,strategy,,2,4,gpt-5-mini,agent-favorite,done,9,9,9,3,2,2,0,1,1,2,19699,1087,20786
grid-v1-extensions-full,openai,results/grid-v1-extensions-full,rw_c_benign_overlap__adaptive_lease-n2-r4.jsonl,rw_c_benign_overlap,benign_overlap_false_positive,True,adaptive_lease,strategy,,2,4,gpt-5-mini,agent-listfix,done,6,6,6,1,1,1,0,1,1,1,8156,401,8557
grid-v1-extensions-full,openai,results/grid-v1-extensions-full,rw_c_benign_overlap__peer_broker-n2-r0.jsonl,rw_c_benign_overlap,benign_overlap_false_positive,True,peer_broker,strategy,,2,0,gpt-5-mini,agent-favorite,done,11,12,11,6,2,2,0,1,1,0,27418,2227,29645
grid-v1-extensions-full,openai,results/grid-v1-extensions-full,rw_c_benign_overlap__peer_broker-n2-r0.jsonl,rw_c_benign_overlap,benign_overlap_false_positive,True,peer_broker,strategy,,2,0,gpt-5-mini,agent-listfix,done,12,12,12,7,1,1,0,1,2,1,32946,3572,36518
grid-v1-extensions-full,openai,results/grid-v1-extensions-full,rw_c_benign_overlap__peer_broker-n2-r1.jsonl,rw_c_benign_overlap,benign_overlap_false_positive,True,peer_broker,strategy,,2,1,gpt-5-mini,agent-favorite,done,13,14,13,8,2,2,0,1,1,0,36760,1762,38522
grid-v1-extensions-full,openai,results/grid-v1-extensions-full,rw_c_benign_overlap__peer_broker-n2-r1.jsonl,rw_c_benign_overlap,benign_overlap_false_positive,True,peer_broker,strategy,,2,1,gpt-5-mini,agent-listfix,done,28,28,28,11,13,13,0,0,2,1,142813,14805,157618
grid-v1-extensions-full,openai,results/grid-v1-extensions-full,rw_c_benign_overlap__peer_broker-n2-r2.jsonl,rw_c_benign_overlap,benign_overlap_false_positive,True,peer_broker,strategy,,2,2,gpt-5-mini,agent-favorite,done,14,15,14,9,2,2,0,0,1,0,42575,2420,44995
grid-v1-extensions-full,openai,results/grid-v1-extensions-full,rw_c_benign_overlap__peer_broker-n2-r2.jsonl,rw_c_benign_overlap,benign_overlap_false_positive,True,peer_broker,strategy,,2,2,gpt-5-mini,agent-listfix,done,13,13,13,5,3,2,1,1,2,1,32848,2393,35241
grid-v1-extensions-full,openai,results/grid-v1-extensions-full,rw_c_benign_overlap__peer_broker-n2-r3.jsonl,rw_c_benign_overlap,benign_overlap_false_positive,True,peer_broker,strategy,,2,3,gpt-5-mini,agent-favorite,done,13,14,13,8,2,2,0,1,1,0,36555,1622,38177
grid-v1-extensions-full,openai,results/grid-v1-extensions-full,rw_c_benign_overlap__peer_broker-n2-r3.jsonl,rw_c_benign_overlap,benign_overlap_false_positive,True,peer_broker,strategy,,2,3,gpt-5-mini,agent-listfix,done,9,9,9,5,1,1,0,0,1,0,18605,386,18991
grid-v1-extensions-full,openai,results/grid-v1-extensions-full,rw_c_benign_overlap__peer_broker-n2-r4.jsonl,rw_c_benign_overlap,benign_overlap_false_positive,True,peer_broker,strategy,,2,4,gpt-5-mini,agent-favorite,done,7,8,7,2,2,2,0,1,1,0,10993,2124,13117
grid-v1-extensions-full,openai,results/grid-v1-extensions-full,rw_c_benign_overlap__peer_broker-n2-r4.jsonl,rw_c_benign_overlap,benign_overlap_false_positive,True,peer_broker,strategy,,2,4,gpt-5-mini,agent-listfix,done,18,18,18,5,5,5,0,2,5,1,51084,5190,56274
grid-v1-extensions-full,openai,results/grid-v1-extensions-full,rw_c_benign_overlap__peer_contract-n2-r0.jsonl,rw_c_benign_overlap,benign_overlap_false_positive,True,peer_contract,strategy,,2,0,gpt-5-mini,agent-favorite,done,11,11,11,4,2,2,0,1,1,2,26309,1464,27773
grid-v1-extensions-full,openai,results/grid-v1-extensions-full,rw_c_benign_overlap__peer_contract-n2-r0.jsonl,rw_c_benign_overlap,benign_overlap_false_positive,True,peer_contract,strategy,,2,0,gpt-5-mini,agent-listfix,done,6,6,6,1,1,1,0,1,1,1,8777,551,9328
grid-v1-extensions-full,openai,results/grid-v1-extensions-full,rw_c_benign_overlap__peer_contract-n2-r1.jsonl,rw_c_benign_overlap,benign_overlap_false_positive,True,peer_contract,strategy,,2,1,gpt-5-mini,agent-favorite,done,14,14,14,7,2,2,0,1,1,2,42402,1462,43864
grid-v1-extensions-full,openai,results/grid-v1-extensions-full,rw_c_benign_overlap__peer_contract-n2-r1.jsonl,rw_c_benign_overlap,benign_overlap_false_positive,True,peer_contract,strategy,,2,1,gpt-5-mini,agent-listfix,done,8,8,8,3,1,1,0,1,1,1,15823,771,16594
grid-v1-extensions-full,openai,results/grid-v1-extensions-full,rw_c_benign_overlap__peer_contract-n2-r2.jsonl,rw_c_benign_overlap,benign_overlap_false_positive,True,peer_contract,strategy,,2,2,gpt-5-mini,agent-favorite,done,13,13,13,6,2,2,0,1,1,2,37321,808,38129
grid-v1-extensions-full,openai,results/grid-v1-extensions-full,rw_c_benign_overlap__peer_contract-n2-r2.jsonl,rw_c_benign_overlap,benign_overlap_false_positive,True,peer_contract,strategy,,2,2,gpt-5-mini,agent-listfix,done,8,8,8,3,1,1,0,1,1,1,16537,575,17112
grid-v1-extensions-full,openai,results/grid-v1-extensions-full,rw_c_benign_overlap__peer_contract-n2-r3.jsonl,rw_c_benign_overlap,benign_overlap_false_positive,True,peer_contract,strategy,,2,3,gpt-5-mini,agent-favorite,done,14,14,14,5,2,2,0,1,1,2,39116,2220,41336
grid-v1-extensions-full,openai,results/grid-v1-extensions-full,rw_c_benign_overlap__peer_contract-n2-r3.jsonl,rw_c_benign_overlap,benign_overlap_false_positive,True,peer_contract,strategy,,2,3,gpt-5-mini,agent-listfix,done,8,8,8,3,1,1,0,1,1,1,15580,603,16183
grid-v1-extensions-full,openai,results/grid-v1-extensions-full,rw_c_benign_overlap__peer_contract-n2-r4.jsonl,rw_c_benign_overlap,benign_overlap_false_positive,True,peer_contract,strategy,,2,4,gpt-5-mini,agent-favorite,done,15,15,15,7,2,2,0,1,1,2,48180,1178,49358
grid-v1-extensions-full,openai,results/grid-v1-extensions-full,rw_c_benign_overlap__peer_contract-n2-r4.jsonl,rw_c_benign_overlap,benign_overlap_false_positive,True,peer_contract,strategy,,2,4,gpt-5-mini,agent-listfix,done,9,9,9,3,1,1,0,1,1,1,17982,686,18668
grid-v1-extensions-full,openai,results/grid-v1-extensions-full,rw_d_tag_antidependency__adaptive_lease-n2-r0.jsonl,rw_d_tag_antidependency,antidependency_silent_invalidation,False,adaptive_lease,strategy,,2,0,gpt-5-mini,agent-tag-semantics,done,7,7,7,1,2,2,0,1,1,1,10377,1124,11501
grid-v1-extensions-full,openai,results/grid-v1-extensions-full,rw_d_tag_antidependency__adaptive_lease-n2-r0.jsonl,rw_d_tag_antidependency,antidependency_silent_invalidation,False,adaptive_lease,strategy,,2,0,gpt-5-mini,agent-tag-stats,done,15,15,15,8,2,2,0,1,1,1,48507,1603,50110
grid-v1-extensions-full,openai,results/grid-v1-extensions-full,rw_d_tag_antidependency__adaptive_lease-n2-r1.jsonl,rw_d_tag_antidependency,antidependency_silent_invalidation,False,adaptive_lease,strategy,,2,1,gpt-5-mini,agent-tag-semantics,done,16,16,15,5,2,2,0,3,1,2,39956,1693,41649
grid-v1-extensions-full,openai,results/grid-v1-extensions-full,rw_d_tag_antidependency__adaptive_lease-n2-r1.jsonl,rw_d_tag_antidependency,antidependency_silent_invalidation,False,adaptive_lease,strategy,,2,1,gpt-5-mini,agent-tag-stats,done,21,21,21,14,1,1,0,1,2,1,73362,3156,76518
grid-v1-extensions-full,openai,results/grid-v1-extensions-full,rw_d_tag_antidependency__adaptive_lease-n2-r2.jsonl,rw_d_tag_antidependency,antidependency_silent_invalidation,False,adaptive_lease,strategy,,2,2,gpt-5-mini,agent-tag-semantics,done,10,10,10,3,1,1,0,3,1,1,22108,2254,24362
grid-v1-extensions-full,openai,results/grid-v1-extensions-full,rw_d_tag_antidependency__adaptive_lease-n2-r2.jsonl,rw_d_tag_antidependency,antidependency_silent_invalidation,False,adaptive_lease,strategy,,2,2,gpt-5-mini,agent-tag-stats,done,15,15,15,8,2,2,0,1,1,1,42697,1878,44575
grid-v1-extensions-full,openai,results/grid-v1-extensions-full,rw_d_tag_antidependency__adaptive_lease-n2-r3.jsonl,rw_d_tag_antidependency,antidependency_silent_invalidation,False,adaptive_lease,strategy,,2,3,gpt-5-mini,agent-tag-semantics,done,6,6,6,1,1,1,0,1,1,1,10923,2115,13038
grid-v1-extensions-full,openai,results/grid-v1-extensions-full,rw_d_tag_antidependency__adaptive_lease-n2-r3.jsonl,rw_d_tag_antidependency,antidependency_silent_invalidation,False,adaptive_lease,strategy,,2,3,gpt-5-mini,agent-tag-stats,done,12,12,12,7,1,1,0,1,1,1,36585,1322,37907
grid-v1-extensions-full,openai,results/grid-v1-extensions-full,rw_d_tag_antidependency__adaptive_lease-n2-r4.jsonl,rw_d_tag_antidependency,antidependency_silent_invalidation,False,adaptive_lease,strategy,,2,4,gpt-5-mini,agent-tag-semantics,done,11,11,11,4,2,2,0,1,1,1,25318,1672,26990
grid-v1-extensions-full,openai,results/grid-v1-extensions-full,rw_d_tag_antidependency__adaptive_lease-n2-r4.jsonl,rw_d_tag_antidependency,antidependency_silent_invalidation,False,adaptive_lease,strategy,,2,4,gpt-5-mini,agent-tag-stats,done,14,14,14,8,1,1,0,1,1,1,38823,1074,39897
grid-v1-extensions-full,openai,results/grid-v1-extensions-full,rw_d_tag_antidependency__peer_broker-n2-r0.jsonl,rw_d_tag_antidependency,antidependency_silent_invalidation,False,peer_broker,strategy,,2,0,gpt-5-mini,agent-tag-semantics,done,7,7,6,1,2,2,0,0,1,1,11759,1351,13110
grid-v1-extensions-full,openai,results/grid-v1-extensions-full,rw_d_tag_antidependency__peer_broker-n2-r0.jsonl,rw_d_tag_antidependency,antidependency_silent_invalidation,False,peer_broker,strategy,,2,0,gpt-5-mini,agent-tag-stats,done,15,16,15,11,1,1,0,1,1,0,45632,2548,48180
grid-v1-extensions-full,openai,results/grid-v1-extensions-full,rw_d_tag_antidependency__peer_broker-n2-r1.jsonl,rw_d_tag_antidependency,antidependency_silent_invalidation,False,peer_broker,strategy,,2,1,gpt-5-mini,agent-tag-semantics,done,7,7,7,2,2,2,0,1,1,1,11503,1369,12872
grid-v1-extensions-full,openai,results/grid-v1-extensions-full,rw_d_tag_antidependency__peer_broker-n2-r1.jsonl,rw_d_tag_antidependency,antidependency_silent_invalidation,False,peer_broker,strategy,,2,1,gpt-5-mini,agent-tag-stats,done,17,18,17,12,1,1,0,2,1,0,61378,2539,63917
grid-v1-extensions-full,openai,results/grid-v1-extensions-full,rw_d_tag_antidependency__peer_broker-n2-r2.jsonl,rw_d_tag_antidependency,antidependency_silent_invalidation,False,peer_broker,strategy,,2,2,gpt-5-mini,agent-tag-semantics,done,8,9,8,3,2,2,0,0,1,1,18020,3293,21313
grid-v1-extensions-full,openai,results/grid-v1-extensions-full,rw_d_tag_antidependency__peer_broker-n2-r2.jsonl,rw_d_tag_antidependency,antidependency_silent_invalidation,False,peer_broker,strategy,,2,2,gpt-5-mini,agent-tag-stats,done,16,17,16,10,2,2,0,1,1,1,50889,4107,54996
grid-v1-extensions-full,openai,results/grid-v1-extensions-full,rw_d_tag_antidependency__peer_broker-n2-r3.jsonl,rw_d_tag_antidependency,antidependency_silent_invalidation,False,peer_broker,strategy,,2,3,gpt-5-mini,agent-tag-semantics,done,15,16,15,5,3,3,0,4,2,1,56829,8535,65364
grid-v1-extensions-full,openai,results/grid-v1-extensions-full,rw_d_tag_antidependency__peer_broker-n2-r3.jsonl,rw_d_tag_antidependency,antidependency_silent_invalidation,False,peer_broker,strategy,,2,3,gpt-5-mini,agent-tag-stats,done,25,26,25,17,2,2,0,3,1,1,107713,4658,112371
grid-v1-extensions-full,openai,results/grid-v1-extensions-full,rw_d_tag_antidependency__peer_broker-n2-r4.jsonl,rw_d_tag_antidependency,antidependency_silent_invalidation,False,peer_broker,strategy,,2,4,gpt-5-mini,agent-tag-semantics,done,13,14,12,4,3,2,1,3,1,1,33493,2879,36372
grid-v1-extensions-full,openai,results/grid-v1-extensions-full,rw_d_tag_antidependency__peer_broker-n2-r4.jsonl,rw_d_tag_antidependency,antidependency_silent_invalidation,False,peer_broker,strategy,,2,4,gpt-5-mini,agent-tag-stats,done,20,21,20,13,2,2,0,2,1,1,72564,3519,76083
grid-v1-extensions-full,openai,results/grid-v1-extensions-full,rw_d_tag_antidependency__peer_contract-n2-r0.jsonl,rw_d_tag_antidependency,antidependency_silent_invalidation,False,peer_contract,strategy,,2,0,gpt-5-mini,agent-tag-semantics,done,9,9,9,3,2,2,0,0,1,1,20399,1085,21484
grid-v1-extensions-full,openai,results/grid-v1-extensions-full,rw_d_tag_antidependency__peer_contract-n2-r0.jsonl,rw_d_tag_antidependency,antidependency_silent_invalidation,False,peer_contract,strategy,,2,0,gpt-5-mini,agent-tag-stats,done,17,17,17,10,1,1,0,1,1,2,52615,2321,54936
grid-v1-extensions-full,openai,results/grid-v1-extensions-full,rw_d_tag_antidependency__peer_contract-n2-r1.jsonl,rw_d_tag_antidependency,antidependency_silent_invalidation,False,peer_contract,strategy,,2,1,gpt-5-mini,agent-tag-semantics,done,8,8,8,1,2,2,0,2,1,1,13852,1135,14987
grid-v1-extensions-full,openai,results/grid-v1-extensions-full,rw_d_tag_antidependency__peer_contract-n2-r1.jsonl,rw_d_tag_antidependency,antidependency_silent_invalidation,False,peer_contract,strategy,,2,1,gpt-5-mini,agent-tag-stats,done,17,17,17,11,1,1,0,0,1,2,57031,3170,60201
grid-v1-extensions-full,openai,results/grid-v1-extensions-full,rw_d_tag_antidependency__peer_contract-n2-r2.jsonl,rw_d_tag_antidependency,antidependency_silent_invalidation,False,peer_contract,strategy,,2,2,gpt-5-mini,agent-tag-semantics,done,7,7,7,1,2,2,0,1,1,1,11494,822,12316
grid-v1-extensions-full,openai,results/grid-v1-extensions-full,rw_d_tag_antidependency__peer_contract-n2-r2.jsonl,rw_d_tag_antidependency,antidependency_silent_invalidation,False,peer_contract,strategy,,2,2,gpt-5-mini,agent-tag-stats,done,14,14,13,7,1,1,0,0,1,2,41790,1452,43242
grid-v1-extensions-full,openai,results/grid-v1-extensions-full,rw_d_tag_antidependency__peer_contract-n2-r3.jsonl,rw_d_tag_antidependency,antidependency_silent_invalidation,False,peer_contract,strategy,,2,3,gpt-5-mini,agent-tag-semantics,done,6,6,6,1,2,2,0,0,1,1,9776,1023,10799
grid-v1-extensions-full,openai,results/grid-v1-extensions-full,rw_d_tag_antidependency__peer_contract-n2-r3.jsonl,rw_d_tag_antidependency,antidependency_silent_invalidation,False,peer_contract,strategy,,2,3,gpt-5-mini,agent-tag-stats,done,16,16,16,8,2,2,0,1,1,2,49937,2741,52678
grid-v1-extensions-full,openai,results/grid-v1-extensions-full,rw_d_tag_antidependency__peer_contract-n2-r4.jsonl,rw_d_tag_antidependency,antidependency_silent_invalidation,False,peer_contract,strategy,,2,4,gpt-5-mini,agent-tag-semantics,done,7,7,7,2,1,1,0,0,1,1,15762,2170,17932
grid-v1-extensions-full,openai,results/grid-v1-extensions-full,rw_d_tag_antidependency__peer_contract-n2-r4.jsonl,rw_d_tag_antidependency,antidependency_silent_invalidation,False,peer_contract,strategy,,2,4,gpt-5-mini,agent-tag-stats,done,8,8,8,3,1,1,0,0,1,1,15330,788,16118
grid-v1-extensions-full,openai,results/grid-v1-extensions-full,rw_e_cascade__adaptive_lease-n3-r0.jsonl,rw_e_cascade,causal_cascade,False,adaptive_lease,strategy,,3,0,gpt-5-mini,agent-schema,done,31,31,31,12,8,8,0,5,2,2,166078,5680,171758
grid-v1-extensions-full,openai,results/grid-v1-extensions-full,rw_e_cascade__adaptive_lease-n3-r0.jsonl,rw_e_cascade,causal_cascade,False,adaptive_lease,strategy,,3,0,gpt-5-mini,agent-comments,done,23,23,22,12,4,4,0,1,2,1,92304,3535,95839
grid-v1-extensions-full,openai,results/grid-v1-extensions-full,rw_e_cascade__adaptive_lease-n3-r0.jsonl,rw_e_cascade,causal_cascade,False,adaptive_lease,strategy,,3,0,gpt-5-mini,agent-feed,done,16,16,16,7,1,1,0,5,1,1,42631,1243,43874
