task,failure_mode,benign,strategy,mode,adapter,n_agents,rep,model,correct,oracle_passed,oracle_total,wall_clock_s,prompt_tokens,completion_tokens,total_tokens,estimated_usd,wasted_tokens,wasted_token_rate,stall_events,fp_stall_events,notify_events,fp_notify_events,stall_wait_s,reads_observed,llm_calls,tool_calls,file_read_events,write_events,write_applied_events,write_refused_events,search_events,coord_events,run_tests_events,notification_delivered_events,agent_turns,mean_agent_turns,tokens_per_agent_turn,read_set_visibility,critical_paths_read_fraction,timed_out,agents_done,agents_errored,agents_timeout,log,run_id,provider,run_dir
rw_b_signature_drift,stale_read_signature_drift,False,peer_contract,strategy,,2,0,gpt-5-mini,True,3,3,60.4,125854,5125,130979,0.041714,0,0.0,1,0,0,0,24.533,15,38,38,15,8,8,0,8,11,2,3,38,19.0,3446.815789473684,1.0,1.0,False,2,0,0,rw_b_signature_drift__peer_contract-n2-r0.jsonl,grid-v1-extensions-full,openai,results/grid-v1-extensions-full
rw_b_signature_drift,stale_read_signature_drift,False,peer_contract,strategy,,2,1,gpt-5-mini,True,3,3,126.47,294103,11562,305665,0.09665,19412,0.06350743460978522,6,3,0,0,106.547,23,58,58,23,14,11,3,9,31,3,8,58,29.0,5270.086206896552,1.0,1.0,False,2,0,0,rw_b_signature_drift__peer_contract-n2-r1.jsonl,grid-v1-extensions-full,openai,results/grid-v1-extensions-full
rw_b_signature_drift,stale_read_signature_drift,False,peer_contract,strategy,,2,2,gpt-5-mini,True,3,3,37.58,94672,4975,99647,0.033618,0,0.0,1,0,0,0,8.806,12,32,32,12,9,9,0,3,12,2,3,32,16.0,3113.96875,1.0,1.0,False,2,0,0,rw_b_signature_drift__peer_contract-n2-r2.jsonl,grid-v1-extensions-full,openai,results/grid-v1-extensions-full
rw_b_signature_drift,stale_read_signature_drift,False,peer_contract,strategy,,2,3,gpt-5-mini,True,3,3,123.08,225284,14423,239707,0.085167,15112,0.06304363243459724,3,0,0,0,90.033,20,54,54,20,10,7,3,9,20,2,6,54,27.0,4439.018518518518,1.0,1.0,False,2,0,0,rw_b_signature_drift__peer_contract-n2-r3.jsonl,grid-v1-extensions-full,openai,results/grid-v1-extensions-full
rw_b_signature_drift,stale_read_signature_drift,False,peer_contract,strategy,,2,4,gpt-5-mini,True,3,3,87.65,173748,9888,183636,0.063213,6397,0.034835217495480186,1,0,0,0,8.948,15,46,46,15,10,8,2,12,7,2,3,46,23.0,3992.086956521739,1.0,1.0,False,2,0,0,rw_b_signature_drift__peer_contract-n2-r4.jsonl,grid-v1-extensions-full,openai,results/grid-v1-extensions-full
rw_c_benign_overlap,benign_overlap_false_positive,True,adaptive_lease,strategy,,2,0,gpt-5-mini,True,2,2,18.81,33427,1705,35132,0.011767,0,0.0,0,0,0,0,0.012,5,17,17,5,3,3,0,3,9,2,3,17,8.5,2066.5882352941176,1.0,0.6666666666666666,False,2,0,0,rw_c_benign_overlap__adaptive_lease-n2-r0.jsonl,grid-v1-extensions-full,openai,results/grid-v1-extensions-full
rw_c_benign_overlap,benign_overlap_false_positive,True,adaptive_lease,strategy,,2,1,gpt-5-mini,True,2,2,20.73,45220,1666,46886,0.014637,0,0.0,0,0,0,0,0.015,9,20,20,9,3,3,0,2,9,2,3,20,10.0,2344.3,1.0,1.0,False,2,0,0,rw_c_benign_overlap__adaptive_lease-n2-r1.jsonl,grid-v1-extensions-full,openai,results/grid-v1-extensions-full
rw_c_benign_overlap,benign_overlap_false_positive,True,adaptive_lease,strategy,,2,2,gpt-5-mini,True,2,2,20.02,52594,1730,54324,0.016609,0,0.0,0,0,0,0,0.019,10,21,21,10,3,3,0,1,10,2,3,21,10.5,2586.8571428571427,1.0,1.0,False,2,0,0,rw_c_benign_overlap__adaptive_lease-n2-r2.jsonl,grid-v1-extensions-full,openai,results/grid-v1-extensions-full
rw_c_benign_overlap,benign_overlap_false_positive,True,adaptive_lease,strategy,,2,3,gpt-5-mini,True,2,2,20.56,31516,1665,33181,0.011209,0,0.0,0,0,0,0,0.013,4,16,16,4,3,3,0,2,11,2,3,16,8.0,2073.8125,1.0,1.0,False,2,0,0,rw_c_benign_overlap__adaptive_lease-n2-r3.jsonl,grid-v1-extensions-full,openai,results/grid-v1-extensions-full
rw_c_benign_overlap,benign_overlap_false_positive,True,adaptive_lease,strategy,,2,4,gpt-5-mini,True,2,2,15.51,27855,1488,29343,0.00994,0,0.0,0,0,0,0,0.013,4,15,15,4,3,3,0,2,9,2,3,15,7.5,1956.2,1.0,0.6666666666666666,False,2,0,0,rw_c_benign_overlap__adaptive_lease-n2-r4.jsonl,grid-v1-extensions-full,openai,results/grid-v1-extensions-full
rw_c_benign_overlap,benign_overlap_false_positive,True,peer_broker,strategy,,2,0,gpt-5-mini,True,2,2,50.29,60364,5799,66163,0.026689,0,0.0,1,1,0,0,12.432,13,24,23,13,3,3,0,2,10,3,1,23,11.5,2876.6521739130435,1.0,1.0,False,2,0,0,rw_c_benign_overlap__peer_broker-n2-r0.jsonl,grid-v1-extensions-full,openai,results/grid-v1-extensions-full
rw_c_benign_overlap,benign_overlap_false_positive,True,peer_broker,strategy,,2,1,gpt-5-mini,False,0,2,135.16,179573,16567,196140,0.078027,0,0.0,1,1,0,0,7.241,19,42,41,19,15,15,0,1,22,3,1,41,20.5,4783.90243902439,1.0,1.0,False,2,0,0,rw_c_benign_overlap__peer_broker-n2-r1.jsonl,grid-v1-extensions-full,openai,results/grid-v1-extensions-full
rw_c_benign_overlap,benign_overlap_false_positive,True,peer_broker,strategy,,2,2,gpt-5-mini,False,1,2,39.64,75423,4813,80236,0.028482,3731,0.04650032404406999,1,1,0,0,7.51,14,28,27,14,5,4,1,1,11,3,1,27,13.5,2971.703703703704,1.0,1.0,False,2,0,0,rw_c_benign_overlap__peer_broker-n2-r2.jsonl,grid-v1-extensions-full,openai,results/grid-v1-extensions-full
rw_c_benign_overlap,benign_overlap_false_positive,True,peer_broker,strategy,,2,3,gpt-5-mini,True,2,2,24.65,55160,2008,57168,0.017806,0,0.0,1,1,0,0,4.08,13,23,22,13,3,3,0,1,8,2,0,22,11.0,2598.5454545454545,1.0,1.0,False,2,0,0,rw_c_benign_overlap__peer_broker-n2-r3.jsonl,grid-v1-extensions-full,openai,results/grid-v1-extensions-full
rw_c_benign_overlap,benign_overlap_false_positive,True,peer_broker,strategy,,2,4,gpt-5-mini,True,2,2,66.6,62077,7314,69391,0.030147,0,0.0,1,1,0,0,13.041,7,26,25,7,7,7,0,3,14,6,1,25,12.5,2775.64,1.0,0.6666666666666666,False,2,0,0,rw_c_benign_overlap__peer_broker-n2-r4.jsonl,grid-v1-extensions-full,openai,results/grid-v1-extensions-full
rw_c_benign_overlap,benign_overlap_false_positive,True,peer_contract,strategy,,2,0,gpt-5-mini,True,2,2,21.9,35086,2015,37101,0.012802,0,0.0,1,1,0,0,1.948,5,17,17,5,3,3,0,2,7,2,3,17,8.5,2182.4117647058824,1.0,0.6666666666666666,False,2,0,0,rw_c_benign_overlap__peer_contract-n2-r0.jsonl,grid-v1-extensions-full,openai,results/grid-v1-extensions-full
rw_c_benign_overlap,benign_overlap_false_positive,True,peer_contract,strategy,,2,1,gpt-5-mini,True,2,2,23.8,58225,2233,60458,0.019022,0,0.0,1,1,0,0,6.427,10,22,22,10,3,3,0,2,7,2,3,22,11.0,2748.090909090909,1.0,1.0,False,2,0,0,rw_c_benign_overlap__peer_contract-n2-r1.jsonl,grid-v1-extensions-full,openai,results/grid-v1-extensions-full
rw_c_benign_overlap,benign_overlap_false_positive,True,peer_contract,strategy,,2,2,gpt-5-mini,True,2,2,19.18,53858,1383,55241,0.01623,0,0.0,1,1,0,0,1.64,9,21,21,9,3,3,0,2,7,2,3,21,10.5,2630.5238095238096,1.0,1.0,False,2,0,0,rw_c_benign_overlap__peer_contract-n2-r2.jsonl,grid-v1-extensions-full,openai,results/grid-v1-extensions-full
rw_c_benign_overlap,benign_overlap_false_positive,True,peer_contract,strategy,,2,3,gpt-5-mini,True,2,2,29.08,54696,2823,57519,0.01932,0,0.0,1,1,0,0,4.688,8,22,22,8,3,3,0,2,7,2,3,22,11.0,2614.5,1.0,1.0,False,2,0,0,rw_c_benign_overlap__peer_contract-n2-r3.jsonl,grid-v1-extensions-full,openai,results/grid-v1-extensions-full
rw_c_benign_overlap,benign_overlap_false_positive,True,peer_contract,strategy,,2,4,gpt-5-mini,True,2,2,22.9,66162,1864,68026,0.020268,0,0.0,1,1,0,0,1.681,10,24,24,10,3,3,0,2,8,2,3,24,12.0,2834.4166666666665,1.0,1.0,False,2,0,0,rw_c_benign_overlap__peer_contract-n2-r4.jsonl,grid-v1-extensions-full,openai,results/grid-v1-extensions-full
rw_d_tag_antidependency,antidependency_silent_invalidation,False,adaptive_lease,strategy,,2,0,gpt-5-mini,False,2,3,40.37,58884,2727,61611,0.020175,0,0.0,1,0,0,0,0.035,9,22,22,9,4,4,0,2,11,2,2,22,11.0,2800.5,1.0,1.0,False,2,0,0,rw_d_tag_antidependency__adaptive_lease-n2-r0.jsonl,grid-v1-extensions-full,openai,results/grid-v1-extensions-full
rw_d_tag_antidependency,antidependency_silent_invalidation,False,adaptive_lease,strategy,,2,1,gpt-5-mini,False,2,3,63.63,113318,4849,118167,0.038027,0,0.0,2,0,0,0,4.039,19,37,36,19,3,3,0,4,11,3,3,37,18.5,3193.7027027027025,1.0,1.0,False,2,0,0,rw_d_tag_antidependency__adaptive_lease-n2-r1.jsonl,grid-v1-extensions-full,openai,results/grid-v1-extensions-full
rw_d_tag_antidependency,antidependency_silent_invalidation,False,adaptive_lease,strategy,,2,2,gpt-5-mini,False,2,3,53.66,64805,4132,68937,0.024465,0,0.0,1,0,0,0,0.01,11,25,25,11,3,3,0,4,7,2,2,25,12.5,2757.48,1.0,1.0,False,2,0,0,rw_d_tag_antidependency__adaptive_lease-n2-r2.jsonl,grid-v1-extensions-full,openai,results/grid-v1-extensions-full
rw_d_tag_antidependency,antidependency_silent_invalidation,False,adaptive_lease,strategy,,2,3,gpt-5-mini,True,3,3,39.52,47508,3437,50945,0.018751,0,0.0,1,0,0,0,0.021,8,18,18,8,2,2,0,2,7,2,2,18,9.0,2830.277777777778,1.0,1.0,False,2,0,0,rw_d_tag_antidependency__adaptive_lease-n2-r3.jsonl,grid-v1-extensions-full,openai,results/grid-v1-extensions-full
rw_d_tag_antidependency,antidependency_silent_invalidation,False,adaptive_lease,strategy,,2,4,gpt-5-mini,True,3,3,44.62,64141,2746,66887,0.021527,0,0.0,1,0,0,0,0.029,12,25,25,12,3,3,0,2,8,2,2,25,12.5,2675.48,1.0,1.0,False,2,0,0,rw_d_tag_antidependency__adaptive_lease-n2-r4.jsonl,grid-v1-extensions-full,openai,results/grid-v1-extensions-full
rw_d_tag_antidependency,antidependency_silent_invalidation,False,peer_broker,strategy,,2,0,gpt-5-mini,False,2,3,35.41,57391,3899,61290,0.022146,0,0.0,1,0,0,0,9.751,12,23,21,12,3,3,0,1,10,2,1,22,11.0,2785.909090909091,1.0,1.0,False,2,0,0,rw_d_tag_antidependency__peer_broker-n2-r0.jsonl,grid-v1-extensions-full,openai,results/grid-v1-extensions-full
rw_d_tag_antidependency,antidependency_silent_invalidation,False,peer_broker,strategy,,2,1,gpt-5-mini,True,3,3,34.23,72881,3908,76789,0.026036,0,0.0,1,0,0,0,8.235,14,25,24,14,3,3,0,3,10,2,1,24,12.0,3199.5416666666665,1.0,1.0,False,2,0,0,rw_d_tag_antidependency__peer_broker-n2-r1.jsonl,grid-v1-extensions-full,openai,results/grid-v1-extensions-full
rw_d_tag_antidependency,antidependency_silent_invalidation,False,peer_broker,strategy,,2,2,gpt-5-mini,False,1,3,55.27,67939,6362,74301,0.029709,0,0.0,2,0,0,0,18.409,13,26,24,13,4,4,0,1,18,2,2,24,12.0,3095.875,1.0,1.0,False,2,0,0,rw_d_tag_antidependency__peer_broker-n2-r2.jsonl,grid-v1-extensions-full,openai,results/grid-v1-extensions-full
rw_d_tag_antidependency,antidependency_silent_invalidation,False,peer_broker,strategy,,2,3,gpt-5-mini,True,3,3,79.21,164542,13193,177735,0.067521,0,0.0,2,0,0,0,20.142,22,42,40,22,5,5,0,7,19,3,2,40,20.0,4443.375,1.0,1.0,False,2,0,0,rw_d_tag_antidependency__peer_broker-n2-r3.jsonl,grid-v1-extensions-full,openai,results/grid-v1-extensions-full
rw_d_tag_antidependency,antidependency_silent_invalidation,False,peer_broker,strategy,,2,4,gpt-5-mini,True,3,3,49.85,106057,6398,112455,0.03931,1881,0.016726690676270507,2,0,0,0,15.423,17,35,32,17,5,4,1,5,18,2,2,33,16.5,3407.7272727272725,1.0,1.0,False,2,0,0,rw_d_tag_antidependency__peer_broker-n2-r4.jsonl,grid-v1-extensions-full,openai,results/grid-v1-extensions-full
rw_d_tag_antidependency,antidependency_silent_invalidation,False,peer_contract,strategy,,2,0,gpt-5-mini,True,3,3,32.24,73014,3406,76420,0.025066,0,0.0,1,0,0,0,1.87,13,26,26,13,3,3,0,1,6,2,3,26,13.0,2939.230769230769,1.0,1.0,False,2,0,0,rw_d_tag_antidependency__peer_contract-n2-r0.jsonl,grid-v1-extensions-full,openai,results/grid-v1-extensions-full
rw_d_tag_antidependency,antidependency_silent_invalidation,False,peer_contract,strategy,,2,1,gpt-5-mini,True,3,3,40.9,70883,4305,75188,0.026331,0,0.0,1,0,0,0,3.396,12,25,25,12,3,3,0,2,6,2,3,25,12.5,3007.52,1.0,1.0,False,2,0,0,rw_d_tag_antidependency__peer_contract-n2-r1.jsonl,grid-v1-extensions-full,openai,results/grid-v1-extensions-full
rw_d_tag_antidependency,antidependency_silent_invalidation,False,peer_contract,strategy,,2,2,gpt-5-mini,True,3,3,26.46,53284,2274,55558,0.017869,0,0.0,1,0,0,0,3.114,8,21,20,8,3,3,0,1,6,2,3,21,10.5,2645.6190476190477,1.0,1.0,False,2,0,0,rw_d_tag_antidependency__peer_contract-n2-r2.jsonl,grid-v1-extensions-full,openai,results/grid-v1-extensions-full
rw_d_tag_antidependency,antidependency_silent_invalidation,False,peer_contract,strategy,,2,3,gpt-5-mini,True,3,3,33.7,59713,3764,63477,0.022456,0,0.0,1,0,0,0,17.889,9,22,22,9,4,4,0,1,6,2,3,22,11.0,2885.318181818182,1.0,1.0,False,2,0,0,rw_d_tag_antidependency__peer_contract-n2-r3.jsonl,grid-v1-extensions-full,openai,results/grid-v1-extensions-full
rw_d_tag_antidependency,antidependency_silent_invalidation,False,peer_contract,strategy,,2,4,gpt-5-mini,False,2,3,22.01,31092,2958,34050,0.013689,0,0.0,0,0,0,0,0.009,5,15,15,5,2,2,0,0,2,2,2,15,7.5,2270.0,1.0,1.0,False,2,0,0,rw_d_tag_antidependency__peer_contract-n2-r4.jsonl,grid-v1-extensions-full,openai,results/grid-v1-extensions-full
rw_e_cascade,causal_cascade,False,adaptive_lease,strategy,,3,0,gpt-5-mini,False,1,3,133.36,301013,10458,311471,0.096169,0,0.0,3,0,0,0,0.049,31,70,69,31,13,13,0,11,25,5,4,70,23.333333333333332,4449.585714285714,1.0,1.0,False,3,0,0,rw_e_cascade__adaptive_lease-n3-r0.jsonl,grid-v1-extensions-full,openai,results/grid-v1-extensions-full
rw_e_cascade,causal_cascade,False,adaptive_lease,strategy,,3,1,gpt-5-mini,True,3,3,126.02,304463,14041,318504,0.104198,7202,0.022611960917288322,5,0,0,0,63.24,27,70,68,27,13,12,1,14,30,7,9,70,23.333333333333332,4550.057142857143,1.0,1.0,False,3,0,0,rw_e_cascade__adaptive_lease-n3-r1.jsonl,grid-v1-extensions-full,openai,results/grid-v1-extensions-full
rw_e_cascade,causal_cascade,False,adaptive_lease,strategy,,3,2,gpt-5-mini,True,3,3,118.07,359718,12438,372156,0.114806,6402,0.017202463483055493,3,0,0,0,30.057,34,74,73,34,12,11,1,11,37,7,11,74,24.666666666666668,5029.135135135135,1.0,1.0,False,3,0,0,rw_e_cascade__adaptive_lease-n3-r2.jsonl,grid-v1-extensions-full,openai,results/grid-v1-extensions-full
rw_e_cascade,causal_cascade,False,adaptive_lease,strategy,,3,3,gpt-5-mini,True,3,3,111.19,326308,13966,340274,0.109509,7808,0.02294621393347714,6,0,0,0,64.461,36,77,77,36,11,9,2,15,43,6,18,77,25.666666666666668,4419.142857142857,1.0,1.0,False,3,0,0,rw_e_cascade__adaptive_lease-n3-r3.jsonl,grid-v1-extensions-full,openai,results/grid-v1-extensions-full
rw_e_cascade,causal_cascade,False,adaptive_lease,strategy,,3,4,gpt-5-mini,False,2,3,140.07,282640,16576,299216,0.103812,6184,0.020667343992299875,4,0,0,0,51.439,31,70,70,31,14,13,1,11,37,6,11,70,23.333333333333332,4274.5142857142855,1.0,1.0,False,3,0,0,rw_e_cascade__adaptive_lease-n3-r4.jsonl,grid-v1-extensions-full,openai,results/grid-v1-extensions-full
rw_e_cascade,causal_cascade,False,peer_broker,strategy,,3,0,gpt-5-mini,False,2,3,118.77,367399,23028,390427,0.137906,0,0.0,3,0,0,0,25.328,44,84,80,44,10,10,0,14,27,7,0,80,26.666666666666668,4880.3375,1.0,1.0,False,3,0,0,rw_e_cascade__peer_broker-n3-r0.jsonl,grid-v1-extensions-full,openai,results/grid-v1-extensions-full
rw_e_cascade,causal_cascade,False,peer_broker,strategy,,3,1,gpt-5-mini,False,2,3,97.77,331155,18030,349185,0.118849,0,0.0,3,0,0,0,26.378,39,81,76,39,12,12,0,12,31,7,1,77,25.666666666666668,4534.87012987013,1.0,1.0,False,3,0,0,rw_e_cascade__peer_broker-n3-r1.jsonl,grid-v1-extensions-full,openai,results/grid-v1-extensions-full
rw_e_cascade,causal_cascade,False,peer_broker,strategy,,3,2,gpt-5-mini,False,2,3,117.14,484519,21427,505946,0.163984,0,0.0,5,0,0,0,41.222,52,95,89,52,17,17,0,9,46,7,1,89,29.666666666666668,5684.786516853933,1.0,1.0,False,3,0,0,rw_e_cascade__peer_broker-n3-r2.jsonl,grid-v1-extensions-full,openai,results/grid-v1-extensions-full
rw_e_cascade,causal_cascade,False,peer_broker,strategy,,3,3,gpt-5-mini,False,1,3,95.01,291377,19688,311065,0.11222,8196,0.02634819089257872,3,0,0,0,42.77,35,74,69,35,16,15,1,9,34,5,1,70,23.333333333333332,4443.785714285715,1.0,1.0,False,3,0,0,rw_e_cascade__peer_broker-n3-r3.jsonl,grid-v1-extensions-full,openai,results/grid-v1-extensions-full
rw_e_cascade,causal_cascade,False,peer_broker,strategy,,3,4,gpt-5-mini,False,2,3,73.03,364562,15624,380186,0.122388,7268,0.01911695854134555,3,0,0,0,19.505,43,81,77,43,14,13,1,11,30,5,0,77,25.666666666666668,4937.480519480519,1.0,1.0,False,3,0,0,rw_e_cascade__peer_broker-n3-r4.jsonl,grid-v1-extensions-full,openai,results/grid-v1-extensions-full
rw_e_cascade,causal_cascade,False,peer_contract,strategy,,3,0,gpt-5-mini,False,2,3,165.16,439268,24132,463400,0.158081,20148,0.04347863616745792,3,0,0,0,16.331,39,87,87,39,16,13,3,17,23,6,5,87,29.0,5326.436781609195,1.0,1.0,False,2,0,0,rw_e_cascade__peer_contract-n3-r0.jsonl,grid-v1-extensions-full,openai,results/grid-v1-extensions-full
rw_e_cascade,causal_cascade,False,peer_contract,strategy,,3,1,gpt-5-mini,False,2,3,130.43,497678,17977,515655,0.160374,16734,0.032451930069523224,6,0,0,0,66.197,37,84,84,37,12,10,2,17,40,6,11,84,28.0,6138.75,1.0,1.0,False,2,0,0,rw_e_cascade__peer_contract-n3-r1.jsonl,grid-v1-extensions-full,openai,results/grid-v1-extensions-full
rw_e_cascade,causal_cascade,False,peer_contract,strategy,,3,2,gpt-5-mini,False,2,3,129.52,382930,17453,400383,0.130638,5731,0.014313794541726297,3,0,0,0,60.854,32,81,81,32,14,13,1,17,24,6,7,81,27.0,4943.0,1.0,1.0,False,3,0,0,rw_e_cascade__peer_contract-n3-r2.jsonl,grid-v1-extensions-full,openai,results/grid-v1-extensions-full
rw_e_cascade,causal_cascade,False,peer_contract,strategy,,3,3,gpt-5-mini,False,1,3,104.65,375918,13086,389004,0.120151,5755,0.014794192347636528,7,0,0,0,65.767,33,79,79,33,13,12,1,14,40,4,10,79,26.333333333333332,4924.101265822785,1.0,1.0,False,3,0,0,rw_e_cascade__peer_contract-n3-r3.jsonl,grid-v1-extensions-full,openai,results/grid-v1-extensions-full
rw_e_cascade,causal_cascade,False,peer_contract,strategy,,3,4,gpt-5-mini,False,1,3,171.76,677377,22488,699865,0.21432,35962,0.051384195523422375,10,0,0,0,196.039,47,107,107,47,17,13,4,17,60,7,17,107,35.666666666666664,6540.794392523365,1.0,1.0,False,1,0,0,rw_e_cascade__peer_contract-n3-r4.jsonl,grid-v1-extensions-full,openai,results/grid-v1-extensions-full
t01_stale_clobber,stale_read_lost_update,False,adaptive_lease,strategy,,2,0,gpt-5-mini,True,6,6,25.31,12853,1749,14602,0.006711,0,0.0,1,0,0,0,0.008,2,10,10,2,2,2,0,0,7,2,2,10,5.0,1460.2,1.0,1.0,False,2,0,0,t01_stale_clobber__adaptive_lease-n2-r0.jsonl,grid-v1-extensions-full,openai,results/grid-v1-extensions-full
t01_stale_clobber,stale_read_lost_update,False,adaptive_lease,strategy,,2,1,gpt-5-mini,True,6,6,27.18,12861,1887,14748,0.006989,0,0.0,1,0,0,0,0.006,2,10,10,2,2,2,0,0,7,2,2,10,5.0,1474.8,1.0,1.0,False,2,0,0,t01_stale_clobber__adaptive_lease-n2-r1.jsonl,grid-v1-extensions-full,openai,results/grid-v1-extensions-full
t01_stale_clobber,stale_read_lost_update,False,adaptive_lease,strategy,,2,2,gpt-5-mini,True,6,6,25.42,17738,2351,20089,0.009137,2041,0.1015978893922047,1,0,0,0,1.622,3,12,12,3,3,2,1,0,10,2,2,12,6.0,1674.0833333333333,1.0,1.0,False,2,0,0,t01_stale_clobber__adaptive_lease-n2-r2.jsonl,grid-v1-extensions-full,openai,results/grid-v1-extensions-full
t01_stale_clobber,stale_read_lost_update,False,adaptive_lease,strategy,,2,3,gpt-5-mini,True,6,6,28.83,17731,2334,20065,0.009101,1852,0.09230002491901321,1,0,0,0,2.873,3,12,12,3,3,2,1,0,10,2,2,12,6.0,1672.0833333333333,1.0,1.0,False,2,0,0,t01_stale_clobber__adaptive_lease-n2-r3.jsonl,grid-v1-extensions-full,openai,results/grid-v1-extensions-full
t01_stale_clobber,stale_read_lost_update,False,adaptive_lease,strategy,,2,4,gpt-5-mini,True,6,6,22.9,12879,1504,14383,0.006228,0,0.0,1,0,0,0,0.004,2,10,10,2,2,2,0,0,7,2,2,10,5.0,1438.3,1.0,1.0,False,2,0,0,t01_stale_clobber__adaptive_lease-n2-r4.jsonl,grid-v1-extensions-full,openai,results/grid-v1-extensions-full
t01_stale_clobber,stale_read_lost_update,False,peer_broker,strategy,,2,0,gpt-5-mini,True,6,6,34.26,21126,4819,25945,0.01492,0,0.0,2,0,0,0,19.857,4,14,12,4,4,4,0,0,18,2,2,12,6.0,2162.0833333333335,1.0,1.0,False,2,0,0,t01_stale_clobber__peer_broker-n2-r0.jsonl,grid-v1-extensions-full,openai,results/grid-v1-extensions-full
