task,failure_mode,benign,strategy,n_agents,rep,model,correct,oracle_passed,oracle_total,wall_clock_s,prompt_tokens,completion_tokens,total_tokens,estimated_usd,wasted_tokens,wasted_token_rate,stall_events,fp_stall_events,notify_events,fp_notify_events,stall_wait_s,reads_observed,read_set_visibility,critical_paths_read_fraction,timed_out,agents_done,agents_errored,agents_timeout,log
rw_b_signature_drift,stale_read_signature_drift,False,file_lock,2,0,gpt-5-mini,True,3,3,102.67,108972,4307,113279,0.035857,0,0.0,3,0,0,0,0.0,17,1.0,1.0,False,2,0,0,rw_b_signature_drift__file_lock-n2-r0.jsonl
rw_b_signature_drift,stale_read_signature_drift,False,file_lock,2,1,gpt-5-mini,True,3,3,438.78,238570,5521,244091,0.070684,0,0.0,39,0,0,0,0.0,43,1.0,1.0,False,2,0,0,rw_b_signature_drift__file_lock-n2-r1.jsonl
rw_b_signature_drift,stale_read_signature_drift,False,file_lock,2,2,gpt-5-mini,True,3,3,99.31,93699,5394,99093,0.034213,0,0.0,3,0,0,0,0.167,15,1.0,1.0,False,2,0,0,rw_b_signature_drift__file_lock-n2-r2.jsonl
rw_b_signature_drift,stale_read_signature_drift,False,file_lock,2,3,gpt-5-mini,True,3,3,83.9,136696,4095,140791,0.042364,0,0.0,3,0,0,0,0.0,21,1.0,1.0,False,2,0,0,rw_b_signature_drift__file_lock-n2-r3.jsonl
rw_b_signature_drift,stale_read_signature_drift,False,file_lock,2,4,gpt-5-mini,True,3,3,63.47,80274,2944,83218,0.025957,0,0.0,1,0,0,0,0.0,14,1.0,1.0,False,2,0,0,rw_b_signature_drift__file_lock-n2-r4.jsonl
rw_b_signature_drift,stale_read_signature_drift,False,git_hash,2,0,gpt-5-mini,False,2,3,36.88,68951,3675,72626,0.024588,0,0.0,0,0,0,0,0.0,12,1.0,1.0,False,2,0,0,rw_b_signature_drift__git_hash-n2-r0.jsonl
rw_b_signature_drift,stale_read_signature_drift,False,git_hash,2,1,gpt-5-mini,True,3,3,88.07,199304,7005,206309,0.063836,0,0.0,0,0,0,0,0.0,20,1.0,1.0,False,2,0,0,rw_b_signature_drift__git_hash-n2-r1.jsonl
rw_b_signature_drift,stale_read_signature_drift,False,git_hash,2,2,gpt-5-mini,True,3,3,77.06,120961,5981,126942,0.042202,0,0.0,0,0,0,0,0.0,20,1.0,1.0,False,2,0,0,rw_b_signature_drift__git_hash-n2-r2.jsonl
rw_b_signature_drift,stale_read_signature_drift,False,git_hash,2,3,gpt-5-mini,True,3,3,94.64,124976,6072,131048,0.043388,0,0.0,0,0,0,0,0.0,18,1.0,1.0,False,2,0,0,rw_b_signature_drift__git_hash-n2-r3.jsonl
rw_b_signature_drift,stale_read_signature_drift,False,git_hash,2,4,gpt-5-mini,True,3,3,82.01,86473,5156,91629,0.03193,0,0.0,0,0,0,0,0.0,14,1.0,1.0,False,2,0,0,rw_b_signature_drift__git_hash-n2-r4.jsonl
rw_b_signature_drift,stale_read_signature_drift,False,naive,2,0,gpt-5-mini,True,3,3,99.04,113165,6424,119589,0.041139,0,0.0,0,0,0,0,0.0,15,1.0,1.0,False,2,0,0,rw_b_signature_drift__naive-n2-r0.jsonl
rw_b_signature_drift,stale_read_signature_drift,False,naive,2,1,gpt-5-mini,True,3,3,107.5,239621,6863,246484,0.073631,10720,0.043491666801901946,0,0,0,0,0.0,19,1.0,1.0,False,2,0,0,rw_b_signature_drift__naive-n2-r1.jsonl
rw_b_signature_drift,stale_read_signature_drift,False,naive,2,2,gpt-5-mini,False,2,3,64.53,82094,4874,86968,0.030271,0,0.0,0,0,0,0,0.0,13,1.0,1.0,False,2,0,0,rw_b_signature_drift__naive-n2-r2.jsonl
rw_b_signature_drift,stale_read_signature_drift,False,naive,2,3,gpt-5-mini,True,3,3,73.69,132396,5954,138350,0.045007,0,0.0,0,0,0,0,0.0,16,1.0,1.0,False,2,0,0,rw_b_signature_drift__naive-n2-r3.jsonl
rw_b_signature_drift,stale_read_signature_drift,False,naive,2,4,gpt-5-mini,True,3,3,92.0,197945,5482,203427,0.06045,0,0.0,0,0,0,0,0.0,22,1.0,1.0,False,2,0,0,rw_b_signature_drift__naive-n2-r4.jsonl
rw_b_signature_drift,stale_read_signature_drift,False,notify,2,0,gpt-5-mini,True,3,3,50.33,122392,4624,127016,0.039846,0,0.0,0,0,5,0,0.0,20,1.0,1.0,False,2,0,0,rw_b_signature_drift__notify-n2-r0.jsonl
rw_b_signature_drift,stale_read_signature_drift,False,notify,2,1,gpt-5-mini,True,3,3,42.28,86430,3523,89953,0.028653,0,0.0,0,0,5,0,0.0,15,1.0,1.0,False,2,0,0,rw_b_signature_drift__notify-n2-r1.jsonl
rw_b_signature_drift,stale_read_signature_drift,False,notify,2,2,gpt-5-mini,True,3,3,51.0,95266,5660,100926,0.035137,0,0.0,0,0,2,0,0.0,14,1.0,1.0,False,2,0,0,rw_b_signature_drift__notify-n2-r2.jsonl
rw_b_signature_drift,stale_read_signature_drift,False,notify,2,3,gpt-5-mini,True,3,3,48.9,88271,4592,92863,0.031252,0,0.0,0,0,5,0,0.0,14,1.0,1.0,False,2,0,0,rw_b_signature_drift__notify-n2-r3.jsonl
rw_b_signature_drift,stale_read_signature_drift,False,notify,2,4,gpt-5-mini,True,3,3,70.95,180584,6506,187090,0.058158,0,0.0,0,0,7,0,0.0,20,1.0,1.0,False,2,0,0,rw_b_signature_drift__notify-n2-r4.jsonl
rw_c_benign_overlap,benign_overlap_false_positive,True,ast_dep,2,0,gpt-5-mini,True,2,2,25.37,46552,1449,48001,0.014536,0,0.0,0,0,0,0,0.02,10,1.0,1.0,False,2,0,0,rw_c_benign_overlap__ast_dep-n2-r0.jsonl
rw_c_benign_overlap,benign_overlap_false_positive,True,ast_dep,2,1,gpt-5-mini,True,2,2,26.17,37854,1799,39653,0.013062,0,0.0,0,0,0,0,0.016,8,1.0,1.0,False,2,0,0,rw_c_benign_overlap__ast_dep-n2-r1.jsonl
rw_c_benign_overlap,benign_overlap_false_positive,True,ast_dep,2,2,gpt-5-mini,True,2,2,25.93,55086,1565,56651,0.016901,0,0.0,0,0,0,0,0.02,13,1.0,1.0,False,2,0,0,rw_c_benign_overlap__ast_dep-n2-r2.jsonl
rw_c_benign_overlap,benign_overlap_false_positive,True,ast_dep,2,3,gpt-5-mini,True,2,2,25.11,45892,1398,47290,0.014269,0,0.0,0,0,0,0,0.015,10,1.0,1.0,False,2,0,0,rw_c_benign_overlap__ast_dep-n2-r3.jsonl
rw_c_benign_overlap,benign_overlap_false_positive,True,ast_dep,2,4,gpt-5-mini,True,2,2,39.44,42432,1549,43981,0.013706,0,0.0,0,0,0,0,0.016,9,1.0,1.0,False,2,0,0,rw_c_benign_overlap__ast_dep-n2-r4.jsonl
rw_c_benign_overlap,benign_overlap_false_positive,True,ast_scope,2,0,gpt-5-mini,True,2,2,26.9,46467,1540,48007,0.014697,0,0.0,0,0,0,0,0.09,10,1.0,1.0,False,2,0,0,rw_c_benign_overlap__ast_scope-n2-r0.jsonl
rw_c_benign_overlap,benign_overlap_false_positive,True,ast_scope,2,1,gpt-5-mini,True,2,2,34.68,42748,1762,44510,0.014211,0,0.0,0,0,0,0,0.129,9,1.0,1.0,False,2,0,0,rw_c_benign_overlap__ast_scope-n2-r1.jsonl
rw_c_benign_overlap,benign_overlap_false_positive,True,ast_scope,2,2,gpt-5-mini,True,2,2,25.56,53127,1625,54752,0.016532,0,0.0,0,0,0,0,0.016,11,1.0,1.0,False,2,0,0,rw_c_benign_overlap__ast_scope-n2-r2.jsonl
rw_c_benign_overlap,benign_overlap_false_positive,True,ast_scope,2,3,gpt-5-mini,True,2,2,25.32,55048,1608,56656,0.016978,0,0.0,0,0,0,0,0.012,13,1.0,1.0,False,2,0,0,rw_c_benign_overlap__ast_scope-n2-r3.jsonl
rw_c_benign_overlap,benign_overlap_false_positive,True,ast_scope,2,4,gpt-5-mini,True,2,2,34.42,47834,1688,49522,0.015334,0,0.0,0,0,0,0,0.011,11,1.0,1.0,False,2,0,0,rw_c_benign_overlap__ast_scope-n2-r4.jsonl
rw_c_benign_overlap,benign_overlap_false_positive,True,file_lock,2,0,gpt-5-mini,True,2,2,33.37,41562,1492,43054,0.013374,0,0.0,1,1,0,0,0.0,9,1.0,1.0,False,2,0,0,rw_c_benign_overlap__file_lock-n2-r0.jsonl
rw_c_benign_overlap,benign_overlap_false_positive,True,file_lock,2,1,gpt-5-mini,True,2,2,33.3,41818,1568,43386,0.013591,0,0.0,1,1,0,0,0.0,8,1.0,0.6666666666666666,False,2,0,0,rw_c_benign_overlap__file_lock-n2-r1.jsonl
rw_c_benign_overlap,benign_overlap_false_positive,True,file_lock,2,2,gpt-5-mini,True,2,2,207.43,98090,2529,100619,0.02958,0,0.0,21,21,0,0,0.0,22,1.0,1.0,False,2,0,0,rw_c_benign_overlap__file_lock-n2-r2.jsonl
rw_c_benign_overlap,benign_overlap_false_positive,True,file_lock,2,3,gpt-5-mini,True,2,2,31.98,41217,1617,42834,0.013538,0,0.0,1,1,0,0,0.0,8,1.0,1.0,False,2,0,0,rw_c_benign_overlap__file_lock-n2-r3.jsonl
rw_c_benign_overlap,benign_overlap_false_positive,True,file_lock,2,4,gpt-5-mini,True,2,2,39.01,52376,1665,54041,0.016424,0,0.0,1,1,0,0,0.0,11,1.0,1.0,False,2,0,0,rw_c_benign_overlap__file_lock-n2-r4.jsonl
rw_c_benign_overlap,benign_overlap_false_positive,True,git_hash,2,0,gpt-5-mini,True,2,2,24.54,46923,1517,48440,0.014765,0,0.0,0,0,0,0,0.0,11,1.0,1.0,False,2,0,0,rw_c_benign_overlap__git_hash-n2-r0.jsonl
rw_c_benign_overlap,benign_overlap_false_positive,True,git_hash,2,1,gpt-5-mini,True,2,2,32.04,41508,1850,43358,0.014077,0,0.0,0,0,0,0,0.0,9,1.0,1.0,False,2,0,0,rw_c_benign_overlap__git_hash-n2-r1.jsonl
rw_c_benign_overlap,benign_overlap_false_positive,True,git_hash,2,2,gpt-5-mini,True,2,2,26.29,42507,1483,43990,0.013593,0,0.0,0,0,0,0,0.0,9,1.0,1.0,False,2,0,0,rw_c_benign_overlap__git_hash-n2-r2.jsonl
rw_c_benign_overlap,benign_overlap_false_positive,True,git_hash,2,3,gpt-5-mini,True,2,2,23.38,42763,1423,44186,0.013537,0,0.0,0,0,0,0,0.0,9,1.0,1.0,False,2,0,0,rw_c_benign_overlap__git_hash-n2-r3.jsonl
rw_c_benign_overlap,benign_overlap_false_positive,True,git_hash,2,4,gpt-5-mini,True,2,2,22.42,29177,1523,30700,0.01034,0,0.0,0,0,0,0,0.0,6,1.0,0.6666666666666666,False,2,0,0,rw_c_benign_overlap__git_hash-n2-r4.jsonl
rw_c_benign_overlap,benign_overlap_false_positive,True,naive,2,0,gpt-5-mini,True,2,2,28.12,39168,1462,40630,0.012716,0,0.0,0,0,0,0,0.0,8,1.0,1.0,False,2,0,0,rw_c_benign_overlap__naive-n2-r0.jsonl
rw_c_benign_overlap,benign_overlap_false_positive,True,naive,2,1,gpt-5-mini,True,2,2,27.78,47207,1800,49007,0.015402,0,0.0,0,0,0,0,0.0,11,1.0,1.0,False,2,0,0,rw_c_benign_overlap__naive-n2-r1.jsonl
rw_c_benign_overlap,benign_overlap_false_positive,True,naive,2,2,gpt-5-mini,True,2,2,28.92,41517,1711,43228,0.013801,0,0.0,0,0,0,0,0.0,9,1.0,1.0,False,2,0,0,rw_c_benign_overlap__naive-n2-r2.jsonl
rw_c_benign_overlap,benign_overlap_false_positive,True,naive,2,3,gpt-5-mini,True,2,2,29.38,49524,1933,51457,0.016247,0,0.0,0,0,0,0,0.0,9,1.0,1.0,False,2,0,0,rw_c_benign_overlap__naive-n2-r3.jsonl
rw_c_benign_overlap,benign_overlap_false_positive,True,naive,2,4,gpt-5-mini,True,2,2,24.04,41712,1531,43243,0.01349,0,0.0,0,0,0,0,0.0,9,1.0,1.0,False,2,0,0,rw_c_benign_overlap__naive-n2-r4.jsonl
rw_c_benign_overlap,benign_overlap_false_positive,True,notify,2,0,gpt-5-mini,True,2,2,37.14,46035,1791,47826,0.015091,0,0.0,0,0,1,1,0.0,10,1.0,1.0,False,2,0,0,rw_c_benign_overlap__notify-n2-r0.jsonl
rw_c_benign_overlap,benign_overlap_false_positive,True,notify,2,1,gpt-5-mini,True,2,2,33.91,62508,1840,64348,0.019307,0,0.0,0,0,2,2,0.0,15,1.0,1.0,False,2,0,0,rw_c_benign_overlap__notify-n2-r1.jsonl
rw_c_benign_overlap,benign_overlap_false_positive,True,notify,2,2,gpt-5-mini,True,2,2,39.53,55321,1831,57152,0.017492,0,0.0,0,0,2,2,0.0,13,1.0,1.0,False,2,0,0,rw_c_benign_overlap__notify-n2-r2.jsonl
rw_c_benign_overlap,benign_overlap_false_positive,True,notify,2,3,gpt-5-mini,True,2,2,37.31,32617,1586,34203,0.011326,0,0.0,0,0,2,2,0.0,7,1.0,0.6666666666666666,False,2,0,0,rw_c_benign_overlap__notify-n2-r3.jsonl
rw_c_benign_overlap,benign_overlap_false_positive,True,notify,2,4,gpt-5-mini,True,2,2,32.91,48498,1597,50095,0.015319,0,0.0,0,0,1,1,0.0,11,1.0,1.0,False,2,0,0,rw_c_benign_overlap__notify-n2-r4.jsonl
rw_d_tag_antidependency,antidependency_silent_invalidation,False,ast_dep,2,0,gpt-5-mini,False,2,3,34.67,60297,3000,63297,0.021074,0,0.0,0,0,0,0,0.016,14,1.0,1.0,False,2,0,0,rw_d_tag_antidependency__ast_dep-n2-r0.jsonl
rw_d_tag_antidependency,antidependency_silent_invalidation,False,ast_dep,2,1,gpt-5-mini,True,3,3,42.59,100390,2838,103228,0.030773,0,0.0,0,0,0,0,0.012,16,1.0,1.0,False,2,0,0,rw_d_tag_antidependency__ast_dep-n2-r1.jsonl
rw_d_tag_antidependency,antidependency_silent_invalidation,False,ast_dep,2,2,gpt-5-mini,False,2,3,36.33,46430,2578,49008,0.016764,0,0.0,0,0,0,0,0.009,8,1.0,1.0,False,2,0,0,rw_d_tag_antidependency__ast_dep-n2-r2.jsonl
rw_d_tag_antidependency,antidependency_silent_invalidation,False,ast_dep,2,3,gpt-5-mini,False,2,3,36.01,71805,2575,74380,0.023101,0,0.0,0,0,0,0,0.013,15,1.0,1.0,False,2,0,0,rw_d_tag_antidependency__ast_dep-n2-r3.jsonl
rw_d_tag_antidependency,antidependency_silent_invalidation,False,ast_dep,2,4,gpt-5-mini,True,3,3,59.17,87120,3845,90965,0.02947,0,0.0,0,0,0,0,0.012,15,1.0,1.0,False,2,0,0,rw_d_tag_antidependency__ast_dep-n2-r4.jsonl
rw_d_tag_antidependency,antidependency_silent_invalidation,False,ast_scope,2,0,gpt-5-mini,False,2,3,33.12,77403,2649,80052,0.024649,0,0.0,0,0,0,0,0.008,16,1.0,1.0,False,2,0,0,rw_d_tag_antidependency__ast_scope-n2-r0.jsonl
rw_d_tag_antidependency,antidependency_silent_invalidation,False,ast_scope,2,1,gpt-5-mini,False,2,3,36.37,51422,2443,53865,0.017742,0,0.0,0,0,0,0,0.014,11,1.0,1.0,False,2,0,0,rw_d_tag_antidependency__ast_scope-n2-r1.jsonl
rw_d_tag_antidependency,antidependency_silent_invalidation,False,ast_scope,2,2,gpt-5-mini,False,2,3,43.11,67210,3293,70503,0.023388,0,0.0,0,0,0,0,0.01,14,1.0,1.0,False,2,0,0,rw_d_tag_antidependency__ast_scope-n2-r2.jsonl
rw_d_tag_antidependency,antidependency_silent_invalidation,False,ast_scope,2,3,gpt-5-mini,False,2,3,28.0,66271,2564,68835,0.021696,0,0.0,0,0,0,0,0.005,15,1.0,1.0,False,2,0,0,rw_d_tag_antidependency__ast_scope-n2-r3.jsonl
rw_d_tag_antidependency,antidependency_silent_invalidation,False,ast_scope,2,4,gpt-5-mini,False,2,3,37.21,55252,4575,59827,0.022963,0,0.0,0,0,0,0,0.007,13,1.0,1.0,False,2,0,0,rw_d_tag_antidependency__ast_scope-n2-r4.jsonl
rw_d_tag_antidependency,antidependency_silent_invalidation,False,file_lock,2,0,gpt-5-mini,True,3,3,51.57,55247,3114,58361,0.02004,0,0.0,1,0,0,0,0.0,12,1.0,1.0,False,2,0,0,rw_d_tag_antidependency__file_lock-n2-r0.jsonl
rw_d_tag_antidependency,antidependency_silent_invalidation,False,file_lock,2,1,gpt-5-mini,True,3,3,40.22,56750,1948,58698,0.018083,0,0.0,1,0,0,0,0.0,13,1.0,1.0,False,2,0,0,rw_d_tag_antidependency__file_lock-n2-r1.jsonl
rw_d_tag_antidependency,antidependency_silent_invalidation,False,file_lock,2,2,gpt-5-mini,True,3,3,116.7,83192,3322,86514,0.027442,2247,0.025972674942783828,9,0,0,0,0.0,20,1.0,1.0,False,2,0,0,rw_d_tag_antidependency__file_lock-n2-r2.jsonl
rw_d_tag_antidependency,antidependency_silent_invalidation,False,file_lock,2,3,gpt-5-mini,True,3,3,198.4,146857,2899,149756,0.042512,0,0.0,21,0,0,0,0.0,32,1.0,1.0,False,2,0,0,rw_d_tag_antidependency__file_lock-n2-r3.jsonl
rw_d_tag_antidependency,antidependency_silent_invalidation,False,file_lock,2,4,gpt-5-mini,True,3,3,41.52,55185,2247,57432,0.01829,0,0.0,1,0,0,0,0.0,12,1.0,1.0,False,2,0,0,rw_d_tag_antidependency__file_lock-n2-r4.jsonl
rw_d_tag_antidependency,antidependency_silent_invalidation,False,git_hash,2,0,gpt-5-mini,False,2,3,27.49,56815,2362,59177,0.018928,0,0.0,0,0,0,0,0.0,13,1.0,1.0,False,2,0,0,rw_d_tag_antidependency__git_hash-n2-r0.jsonl
rw_d_tag_antidependency,antidependency_silent_invalidation,False,git_hash,2,1,gpt-5-mini,True,3,3,40.17,85899,3034,88933,0.027543,0,0.0,0,0,0,0,0.0,15,1.0,1.0,False,2,0,0,rw_d_tag_antidependency__git_hash-n2-r1.jsonl
rw_d_tag_antidependency,antidependency_silent_invalidation,False,git_hash,2,2,gpt-5-mini,True,3,3,24.01,58607,1865,60472,0.018382,0,0.0,0,0,0,0,0.0,12,1.0,1.0,False,2,0,0,rw_d_tag_antidependency__git_hash-n2-r2.jsonl
rw_d_tag_antidependency,antidependency_silent_invalidation,False,git_hash,2,3,gpt-5-mini,False,2,3,26.1,61413,2182,63595,0.019717,0,0.0,0,0,0,0,0.0,14,1.0,1.0,False,2,0,0,rw_d_tag_antidependency__git_hash-n2-r3.jsonl
rw_d_tag_antidependency,antidependency_silent_invalidation,False,git_hash,2,4,gpt-5-mini,True,3,3,26.99,60293,1972,62265,0.019017,0,0.0,0,0,0,0,0.0,12,1.0,1.0,False,2,0,0,rw_d_tag_antidependency__git_hash-n2-r4.jsonl
rw_d_tag_antidependency,antidependency_silent_invalidation,False,naive,2,0,gpt-5-mini,False,2,3,46.54,42714,1897,44611,0.014472,0,0.0,0,0,0,0,0.0,11,1.0,1.0,False,2,0,0,rw_d_tag_antidependency__naive-n2-r0.jsonl
rw_d_tag_antidependency,antidependency_silent_invalidation,False,naive,2,1,gpt-5-mini,False,2,3,45.52,36539,1969,38508,0.013073,0,0.0,0,0,0,0,0.0,9,1.0,1.0,False,2,0,0,rw_d_tag_antidependency__naive-n2-r1.jsonl
rw_d_tag_antidependency,antidependency_silent_invalidation,False,naive,2,2,gpt-5-mini,False,2,3,53.93,63337,2637,65974,0.021108,0,0.0,0,0,0,0,0.0,14,1.0,1.0,False,2,0,0,rw_d_tag_antidependency__naive-n2-r2.jsonl
rw_d_tag_antidependency,antidependency_silent_invalidation,False,naive,2,3,gpt-5-mini,False,2,3,32.09,61613,2469,64082,0.020341,0,0.0,0,0,0,0,0.0,12,1.0,1.0,False,2,0,0,rw_d_tag_antidependency__naive-n2-r3.jsonl
rw_d_tag_antidependency,antidependency_silent_invalidation,False,naive,2,4,gpt-5-mini,True,3,3,50.56,117105,2942,120047,0.03516,0,0.0,0,0,0,0,0.0,17,1.0,1.0,False,2,0,0,rw_d_tag_antidependency__naive-n2-r4.jsonl
rw_d_tag_antidependency,antidependency_silent_invalidation,False,notify,2,0,gpt-5-mini,True,3,3,47.21,90580,4227,94807,0.031099,0,0.0,0,0,1,0,0.0,15,1.0,1.0,False,2,0,0,rw_d_tag_antidependency__notify-n2-r0.jsonl
rw_d_tag_antidependency,antidependency_silent_invalidation,False,notify,2,1,gpt-5-mini,True,3,3,64.02,109745,4132,113877,0.0357,0,0.0,0,0,2,0,0.0,18,1.0,1.0,False,2,0,0,rw_d_tag_antidependency__notify-n2-r1.jsonl
rw_d_tag_antidependency,antidependency_silent_invalidation,False,notify,2,2,gpt-5-mini,True,3,3,40.91,90475,2942,93417,0.028503,0,0.0,0,0,2,0,0.0,17,1.0,1.0,False,2,0,0,rw_d_tag_antidependency__notify-n2-r2.jsonl
rw_d_tag_antidependency,antidependency_silent_invalidation,False,notify,2,3,gpt-5-mini,True,3,3,36.34,61202,3102,64304,0.021504,0,0.0,0,0,1,0,0.0,11,1.0,1.0,False,2,0,0,rw_d_tag_antidependency__notify-n2-r3.jsonl
rw_d_tag_antidependency,antidependency_silent_invalidation,False,notify,2,4,gpt-5-mini,True,3,3,41.74,68945,3433,72378,0.024102,0,0.0,0,0,2,0,0.0,14,1.0,1.0,False,2,0,0,rw_d_tag_antidependency__notify-n2-r4.jsonl
rw_e_cascade,causal_cascade,False,ast_dep,3,0,gpt-5-mini,False,2,3,192.04,345463,19113,364576,0.124592,0,0.0,0,0,0,0,0.169,41,1.0,1.0,False,3,0,0,rw_e_cascade__ast_dep-n3-r0.jsonl
rw_e_cascade,causal_cascade,False,ast_dep,3,1,gpt-5-mini,False,2,3,175.77,411825,15572,427397,0.1341,23523,0.05503782197816082,1,0,0,0,23.959,47,1.0,1.0,False,2,0,0,rw_e_cascade__ast_dep-n3-r1.jsonl
rw_e_cascade,causal_cascade,False,ast_dep,3,2,gpt-5-mini,False,0,3,174.66,505729,18180,523909,0.162792,10808,0.020629536808873295,1,0,0,0,21.923,49,1.0,1.0,False,3,0,0,rw_e_cascade__ast_dep-n3-r2.jsonl
rw_e_cascade,causal_cascade,False,ast_dep,3,3,gpt-5-mini,False,2,3,146.08,350520,15798,366318,0.119226,0,0.0,0,0,0,0,0.305,37,1.0,1.0,False,3,0,0,rw_e_cascade__ast_dep-n3-r3.jsonl
rw_e_cascade,causal_cascade,False,ast_dep,3,4,gpt-5-mini,False,1,3,169.16,528583,24100,552683,0.180346,13411,0.024265265984298415,0,0,0,0,0.158,47,1.0,1.0,False,3,0,0,rw_e_cascade__ast_dep-n3-r4.jsonl
rw_e_cascade,causal_cascade,False,ast_scope,3,0,gpt-5-mini,False,1,3,162.02,481661,19701,501362,0.159817,0,0.0,0,0,0,0,0.108,46,1.0,1.0,False,3,0,0,rw_e_cascade__ast_scope-n3-r0.jsonl
rw_e_cascade,causal_cascade,False,ast_scope,3,1,gpt-5-mini,False,0,3,253.1,615421,39085,654506,0.232025,32164,0.049142406639511325,0,0,0,0,0.169,59,1.0,1.0,False,2,0,0,rw_e_cascade__ast_scope-n3-r1.jsonl
rw_e_cascade,causal_cascade,False,ast_scope,3,2,gpt-5-mini,False,2,3,164.38,501840,20424,522264,0.166308,0,0.0,0,0,0,0,0.561,48,1.0,1.0,False,3,0,0,rw_e_cascade__ast_scope-n3-r2.jsonl
rw_e_cascade,causal_cascade,False,ast_scope,3,3,gpt-5-mini,False,2,3,96.56,330439,9862,340301,0.102334,0,0.0,0,0,0,0,0.056,41,1.0,1.0,False,3,0,0,rw_e_cascade__ast_scope-n3-r3.jsonl
rw_e_cascade,causal_cascade,False,ast_scope,3,4,gpt-5-mini,False,2,3,128.57,263456,14425,277881,0.094714,8105,0.029167161482792994,0,0,0,0,0.254,33,1.0,1.0,False,3,0,0,rw_e_cascade__ast_scope-n3-r4.jsonl
rw_e_cascade,causal_cascade,False,file_lock,3,0,gpt-5-mini,False,1,3,769.63,403626,8221,411847,0.117348,0,0.0,89,0,0,0,0.067,77,1.0,1.0,False,1,0,0,rw_e_cascade__file_lock-n3-r0.jsonl
rw_e_cascade,causal_cascade,False,file_lock,3,1,gpt-5-mini,True,3,3,394.91,450265,11240,461505,0.135046,11341,0.024573948277916816,48,0,0,0,0.0,66,1.0,1.0,False,3,0,0,rw_e_cascade__file_lock-n3-r1.jsonl
rw_e_cascade,causal_cascade,False,file_lock,3,2,gpt-5-mini,False,0,3,750.52,432168,5480,437648,0.119002,0,0.0,126,0,0,0,0.0,103,1.0,1.0,False,0,0,0,rw_e_cascade__file_lock-n3-r2.jsonl
rw_e_cascade,causal_cascade,False,file_lock,3,3,gpt-5-mini,True,3,3,258.56,364642,15042,379684,0.121245,0,0.0,21,0,0,0,0.0,47,1.0,1.0,False,3,0,0,rw_e_cascade__file_lock-n3-r3.jsonl
